"","x0","y0","x1","y1","shade","size","shape"
"1",0.0895516003947705,0.451824585394934,0.108362051052973,0.3,0.615577573189512,0.401327123399824,"11"
"2",0.21051231934689,0.380270386487246,0.282584977569059,0.3,0.370367297902703,0.201412902679294,"20"
"3",0.73295526811853,0.53926370088011,0.8560845435597,0.3,0.853692475007847,0.528422883944586,"21"
"4",0.852133540669456,0.469745058193803,0.677993196574971,0.3,0.47609141538851,0.707227745326236,"12"
"5",0.788397894473746,0.750817228714004,0.773747640149668,0.3,0.497432589065284,0.598731206730008,"19"
"6",0.331959968432784,0.783482204144821,0.203860720898956,0.3,0.319552104920149,0.913701073033735,"10"
"7",0.0824327350128442,0.789059452386573,0.0934186973143369,0.3,0.342913904925808,0.109549955930561,"9"
"8",0.285526945022866,0.720158414868638,0.325698316982016,0.3,0.950254627270624,0.160336885601282,"16"
"9",0.23750327154994,0.739097875636071,0.0560004949569702,0.3,0.467753968667239,0.476618500659242,"3"
"10",0.38523616688326,0.492942560557276,0.288741231150925,0.3,0.0550984598230571,0.0680427004117519,"16"
"11",0.372945911018178,0.760649388609454,0.520143244462088,0.3,0.141764745349064,0.35802159877494,"0"
"12",0.217908559599891,0.465547289187089,0.0799353700596839,0.3,0.759174618171528,0.248617360601202,"14"
"13",0.755105035379529,0.503843615669757,0.590421218145639,0.3,0.285123468143865,0.0992680054623634,"17"
"14",0.82168106874451,0.710519604943693,0.931415088940412,0.3,0.503599845804274,0.444418932776898,"6"
"15",0.598918164148927,0.86421673418954,0.517148683778942,0.3,0.551472555380315,0.414617124013603,"0"
"16",0.651033560046926,0.865211986703798,0.540434188069776,0.3,0.801861709682271,0.292175638955086,"8"
"17",0.843117238022387,0.723592195054516,0.785376808326691,0.3,0.537629296770319,0.329494907986373,"14"
"18",0.4532381426543,0.804273550445214,0.294366556312889,0.3,0.262659556930885,0.328620726941153,"11"
"19",0.716757099609822,0.730848655896261,0.772091155219823,0.3,0.74485237034969,0.63829714152962,"3"
"20",0.291222166502848,0.752675531990826,0.114163365820423,0.3,0.434887771727517,0.109864090103656,"2"
"21",0.179883137578145,0.30724547021091,0.0634912576060742,0.3,0.88280217256397,0.860854845494032,"5"
"22",0.721743599977344,0.331720381462947,0.783962228056043,0.3,0.312005016719922,0.38197881449014,"15"
"23",0.905087579507381,0.397821077657863,0.87656133286655,0.3,0.745969695504755,0.287327220197767,"13"
"24",0.445766670163721,0.714149443153292,0.373918309435248,0.3,0.928430956089869,0.661009037867188,"13"
"25",0.838601463707164,0.552310915198177,0.688823283230886,0.3,0.757636847672984,0.666727839969099,"17"
"26",0.70349283167161,0.778048428660259,0.57613009554334,0.3,0.128483777167276,0.971865297993645,"22"
"27",0.950928996317089,0.788912987150252,0.966263383161277,0.3,0.290868563344702,0.953903909074143,"19"
"28",0.643152175005525,0.606294042197987,0.489927146211267,0.3,0.0359034615103155,0.0131805692799389,"2"
"29",0.0748198556248099,0.589580153720453,0.191771056922153,0.3,0.501911871600896,0.815013159299269,"6"
"30",0.253490373725072,0.346176481246948,0.156391775375232,0.3,0.657300762133673,0.763627549400553,"20"
"31",0.974253991618752,0.870151569787413,1.10912667131051,0.3,0.916031205561012,0.460181515663862,"9"
"32",0.217304071644321,0.502026948099956,0.0920556433033198,0.3,0.278708885423839,0.604739003349096,"14"
"33",0.958800779888406,0.864605344366282,1.07982951826416,0.3,0.827939364826307,0.161332556977868,"18"
"34",0.501856063259766,0.72980697825551,0.697341873077676,0.3,0.356012310367078,0.30850825458765,"3"
"35",0.650800784816965,0.345696541992947,0.805341111635789,0.3,0.678658957360312,0.955417518271133,"4"
"36",0.948301075259224,0.715082134259865,1.11513383449055,0.3,0.758723615203053,0.146646563196555,"19"
"37",0.988697162363678,0.475809789262712,0.819024266395718,0.3,0.548884742194787,0.60034876037389,"14"
"38",0.918114476604387,0.8689462733455,1.06120830080472,0.3,0.228354692459106,0.327012691879645,"13"
"39",0.937961424700916,0.432167001580819,0.792145485337824,0.3,0.797500859946012,0.794103241059929,"16"
"40",0.528335145208985,0.876622316753492,0.530688418261707,0.3,0.013716280926019,0.754174253903329,"17"
"41",0.317534695612267,0.559505876339972,0.273884233785793,0.3,0.0416093170642853,0.00861746142618358,"8"
"42",0.423698727972806,0.441169752459973,0.362438848800957,0.3,0.748064618557692,0.898656185017899,"20"
"43",0.0429613851010799,0.590245716786012,-0.0527812778949738,0.3,0.918647314421833,0.560289704473689,"9"
"44",0.129273845115677,0.558985326066613,0.184287255490199,0.3,0.328377892961726,0.624689988791943,"2"
"45",0.0768144100438803,0.325600284012035,0.198511590296403,0.3,0.334866456221789,0.0284265151713043,"11"
"46",0.078419569414109,0.646586693683639,0.273395962733775,0.3,0.176953566027805,0.890874285716563,"8"
